'Elapsed time','I','II','III','AVL','AVF','V','MCL1','ABP','PAP'
'7:01:26.336',-,-0.008,-,-,-0.016,-,-,112.800,73.560
'7:01:26.344',-,-0.040,-,-,-0.040,-,-,111.200,73.560
'7:01:26.352',-,-0.008,-,-,-0.016,-,-,111.200,73.560
'7:01:26.360',-,0.016,-,-,0.000,-,-,111.200,73.560
'7:01:26.368',-,-0.008,-,-,-0.016,-,-,110.400,73.080
'7:01:26.376',-,0.016,-,-,0.000,-,-,110.400,73.080
'7:01:26.384',-,0.024,-,-,-0.016,-,-,110.400,73.080
'7:01:26.392',-,-0.008,-,-,-0.016,-,-,108.800,73.080
'7:01:26.400',-,0.032,-,-,0.000,-,-,108.800,72.720
'7:01:26.408',-,0.016,-,-,0.000,-,-,108.800,72.720
'7:01:26.416',-,0.056,-,-,0.000,-,-,108.000,72.720
'7:01:26.424',-,0.048,-,-,0.016,-,-,108.000,72.360
'7:01:26.432',-,0.104,-,-,0.016,-,-,108.000,72.360
'7:01:26.440',-,0.056,-,-,0.040,-,-,106.400,71.880
'7:01:26.448',-,-0.024,-,-,0.000,-,-,106.400,71.160
'7:01:26.456',-,-0.032,-,-,-0.040,-,-,106.400,70.680
'7:01:26.464',-,-0.016,-,-,-0.016,-,-,105.600,70.320
'7:01:26.472',-,-0.072,-,-,-0.056,-,-,104.000,69.480
'7:01:26.480',-,-0.048,-,-,-0.040,-,-,103.200,69.120
'7:01:26.488',-,-0.072,-,-,-0.040,-,-,100.800,68.280
'7:01:26.496',-,-0.032,-,-,-0.040,-,-,98.400,67.560
'7:01:26.504',-,-0.024,-,-,-0.016,-,-,94.400,67.080
'7:01:26.512',-,-0.056,-,-,-0.040,-,-,91.200,66.360
'7:01:26.520',-,-0.072,-,-,-0.040,-,-,88.800,65.520
'7:01:26.528',-,-0.128,-,-,-0.080,-,-,86.400,64.680
'7:01:26.536',-,0.024,-,-,-0.096,-,-,84.000,63.960
'7:01:26.544',-,0.384,-,-,0.136,-,-,81.600,63.120
'7:01:26.552',-,0.528,-,-,0.280,-,-,80.000,62.280
'7:01:26.560',-,0.088,-,-,0.120,-,-,78.400,61.080
'7:01:26.568',-,-0.280,-,-,-0.136,-,-,77.600,59.880
'7:01:26.576',-,-0.192,-,-,-0.160,-,-,75.200,58.320
'7:01:26.584',-,0.016,-,-,-0.056,-,-,73.600,57.120
'7:01:26.592',-,0.040,-,-,0.000,-,-,71.200,55.560
'7:01:26.600',-,-0.040,-,-,-0.040,-,-,68.800,54.360
'7:01:26.608',-,-0.064,-,-,-0.040,-,-,66.400,52.680
'7:01:26.616',-,-0.016,-,-,-0.040,-,-,65.600,51.960
'7:01:26.624',-,-0.040,-,-,-0.040,-,-,64.000,51.480
'7:01:26.632',-,-0.032,-,-,-0.040,-,-,64.000,51.480
'7:01:26.640',-,-0.016,-,-,-0.016,-,-,64.000,52.320
'7:01:26.648',-,-0.056,-,-,-0.040,-,-,66.400,53.520
'7:01:26.656',-,-0.032,-,-,-0.040,-,-,70.400,54.720
'7:01:26.664',-,-0.016,-,-,-0.016,-,-,76.000,55.560
'7:01:26.672',-,-0.048,-,-,-0.040,-,-,81.600,56.280
'7:01:26.680',-,-0.072,-,-,-0.040,-,-,86.400,56.760
'7:01:26.688',-,-0.040,-,-,-0.040,-,-,89.600,57.120
'7:01:26.696',-,-0.056,-,-,-0.040,-,-,92.000,57.480
'7:01:26.704',-,-0.040,-,-,-0.040,-,-,94.400,57.480
'7:01:26.712',-,-0.064,-,-,-0.040,-,-,94.400,57.960
'7:01:26.720',-,-0.048,-,-,-0.040,-,-,92.000,57.960
'7:01:26.728',-,-0.056,-,-,-0.040,-,-,91.200,57.960
'7:01:26.736',-,-0.016,-,-,-0.016,-,-,88.800,58.320
'7:01:26.744',-,-0.048,-,-,-0.040,-,-,87.200,57.960
'7:01:26.752',-,-0.056,-,-,-0.040,-,-,86.400,57.960
'7:01:26.760',-,-0.064,-,-,-0.016,-,-,84.800,57.480
'7:01:26.768',-,-0.032,-,-,-0.040,-,-,82.400,57.480
'7:01:26.776',-,-0.064,-,-,-0.040,-,-,81.600,57.120
'7:01:26.784',-,-0.072,-,-,-0.056,-,-,80.000,56.280
'7:01:26.792',-,-0.032,-,-,-0.016,-,-,77.600,55.920
'7:01:26.800',-,-0.024,-,-,-0.016,-,-,75.200,55.080
'7:01:26.808',-,-0.040,-,-,-0.040,-,-,73.600,54.360
'7:01:26.816',-,-0.024,-,-,-0.040,-,-,72.800,53.520
'7:01:26.824',-,0.000,-,-,0.000,-,-,71.200,52.680
'7:01:26.832',-,0.032,-,-,0.000,-,-,71.200,51.480
'7:01:26.840',-,0.032,-,-,0.000,-,-,71.200,50.760
'7:01:26.848',-,0.024,-,-,0.016,-,-,71.200,49.920
'7:01:26.856',-,0.056,-,-,0.040,-,-,72.800,49.080
'7:01:26.864',-,0.064,-,-,0.040,-,-,73.600,48.720
'7:01:26.872',-,0.048,-,-,0.040,-,-,73.600,48.360
'7:01:26.880',-,0.032,-,-,0.040,-,-,73.600,47.880
'7:01:26.888',-,0.024,-,-,0.016,-,-,73.600,47.520
'7:01:26.896',-,0.008,-,-,0.000,-,-,73.600,47.160
'7:01:26.904',-,0.024,-,-,0.000,-,-,75.200,47.160
'7:01:26.912',-,0.016,-,-,0.016,-,-,78.400,46.680
'7:01:26.920',-,0.024,-,-,0.016,-,-,81.600,46.320
'7:01:26.928',-,0.008,-,-,0.000,-,-,84.000,45.960
'7:01:26.936',-,0.000,-,-,0.000,-,-,84.000,45.480
'7:01:26.944',-,0.000,-,-,0.000,-,-,81.600,45.120
'7:01:26.952',-,-0.016,-,-,0.000,-,-,80.000,44.760
'7:01:26.960',-,0.000,-,-,0.000,-,-,80.000,44.760
'7:01:26.968',-,-0.032,-,-,-0.016,-,-,80.000,44.280
'7:01:26.976',-,0.008,-,-,0.000,-,-,82.400,44.280
'7:01:26.984',-,-0.016,-,-,0.000,-,-,86.400,44.280
'7:01:26.992',-,-0.024,-,-,0.000,-,-,89.600,43.920
'7:01:27.000',-,0.000,-,-,0.000,-,-,92.000,43.080
'7:01:27.008',-,-0.016,-,-,0.000,-,-,93.600,42.720
