'Elapsed time','I','II','III','AVL','AVF','V','MCL1','ABP','PAP'
'6:26:03.288',-,-0.168,-,-,-0.096,-,-,60.800,24.360
'6:26:03.296',-,-0.192,-,-,-0.136,-,-,59.200,24.360
'6:26:03.304',-,0.208,-,-,0.040,-,-,59.200,24.360
'6:26:03.312',-,0.544,-,-,0.296,-,-,59.200,24.360
'6:26:03.320',-,0.320,-,-,0.256,-,-,59.200,24.360
'6:26:03.328',-,0.008,-,-,0.096,-,-,59.200,24.360
'6:26:03.336',-,-0.144,-,-,-0.040,-,-,59.200,24.360
'6:26:03.344',-,0.008,-,-,-0.056,-,-,59.200,24.720
'6:26:03.352',-,0.056,-,-,0.000,-,-,58.400,24.720
'6:26:03.360',-,0.008,-,-,0.000,-,-,58.400,24.720
'6:26:03.368',-,-0.008,-,-,0.000,-,-,58.400,24.720
'6:26:03.376',-,-0.008,-,-,-0.016,-,-,58.400,25.920
'6:26:03.384',-,-0.024,-,-,-0.040,-,-,59.200,27.480
'6:26:03.392',-,-0.016,-,-,-0.016,-,-,61.600,29.880
'6:26:03.400',-,-0.024,-,-,-0.040,-,-,65.600,32.280
'6:26:03.408',-,-0.032,-,-,-0.040,-,-,71.200,34.320
'6:26:03.416',-,-0.024,-,-,-0.016,-,-,77.600,35.880
'6:26:03.424',-,-0.032,-,-,-0.040,-,-,84.000,37.560
'6:26:03.432',-,-0.024,-,-,-0.016,-,-,91.200,38.280
'6:26:03.440',-,-0.032,-,-,-0.040,-,-,98.400,39.120
'6:26:03.448',-,-0.024,-,-,-0.040,-,-,104.000,39.480
'6:26:03.456',-,-0.032,-,-,-0.016,-,-,108.800,40.320
'6:26:03.464',-,-0.024,-,-,-0.040,-,-,112.800,41.160
'6:26:03.472',-,-0.032,-,-,-0.016,-,-,117.600,41.880
'6:26:03.480',-,-0.016,-,-,-0.040,-,-,120.000,42.360
'6:26:03.488',-,-0.024,-,-,-0.016,-,-,120.000,43.080
'6:26:03.496',-,-0.016,-,-,-0.040,-,-,117.600,43.560
'6:26:03.504',-,-0.024,-,-,-0.016,-,-,115.200,43.920
'6:26:03.512',-,-0.024,-,-,-0.040,-,-,111.200,44.760
'6:26:03.520',-,-0.032,-,-,-0.016,-,-,108.000,45.120
'6:26:03.528',-,-0.032,-,-,-0.040,-,-,106.400,45.480
'6:26:03.536',-,-0.048,-,-,-0.040,-,-,105.600,45.960
'6:26:03.544',-,-0.040,-,-,-0.040,-,-,104.000,45.960
'6:26:03.552',-,-0.048,-,-,-0.040,-,-,104.000,45.960
'6:26:03.560',-,-0.048,-,-,-0.040,-,-,103.200,45.960
'6:26:03.568',-,-0.040,-,-,-0.040,-,-,101.600,45.480
'6:26:03.576',-,-0.008,-,-,-0.040,-,-,99.200,45.120
'6:26:03.584',-,0.008,-,-,-0.016,-,-,96.000,44.280
'6:26:03.592',-,0.040,-,-,0.000,-,-,93.600,43.080
'6:26:03.600',-,0.056,-,-,0.016,-,-,89.600,41.880
'6:26:03.608',-,0.064,-,-,0.040,-,-,86.400,40.320
'6:26:03.616',-,0.080,-,-,0.040,-,-,82.400,38.760
'6:26:03.624',-,0.064,-,-,0.040,-,-,81.600,37.080
'6:26:03.632',-,0.056,-,-,0.040,-,-,80.000,35.880
'6:26:03.640',-,0.064,-,-,0.040,-,-,80.000,35.160
'6:26:03.648',-,0.056,-,-,0.016,-,-,80.000,34.680
'6:26:03.656',-,0.048,-,-,0.016,-,-,80.000,34.680
'6:26:03.664',-,0.056,-,-,0.016,-,-,80.000,34.680
'6:26:03.672',-,0.048,-,-,0.016,-,-,80.000,34.680
'6:26:03.680',-,0.056,-,-,0.016,-,-,80.000,35.160
'6:26:03.688',-,0.048,-,-,0.016,-,-,80.000,35.880
'6:26:03.696',-,0.056,-,-,0.016,-,-,80.000,35.880
'6:26:03.704',-,0.040,-,-,0.000,-,-,78.400,36.360
'6:26:03.712',-,0.048,-,-,0.016,-,-,77.600,35.880
'6:26:03.720',-,0.032,-,-,0.000,-,-,77.600,35.520
'6:26:03.728',-,0.040,-,-,0.000,-,-,76.000,34.680
'6:26:03.736',-,0.032,-,-,0.000,-,-,76.000,33.960
'6:26:03.744',-,0.024,-,-,0.000,-,-,75.200,32.760
'6:26:03.752',-,0.016,-,-,0.000,-,-,75.200,31.920
'6:26:03.760',-,0.008,-,-,0.000,-,-,73.600,31.080
'6:26:03.768',-,0.008,-,-,0.000,-,-,73.600,30.360
'6:26:03.776',-,0.000,-,-,0.000,-,-,73.600,29.880
'6:26:03.784',-,0.000,-,-,0.000,-,-,72.800,29.880
'6:26:03.792',-,0.000,-,-,0.000,-,-,72.800,29.880
'6:26:03.800',-,0.000,-,-,0.000,-,-,72.800,29.880
'6:26:03.808',-,-0.008,-,-,0.000,-,-,71.200,29.880
'6:26:03.816',-,0.000,-,-,0.000,-,-,71.200,29.880
'6:26:03.824',-,-0.008,-,-,0.000,-,-,70.400,29.880
'6:26:03.832',-,0.000,-,-,0.000,-,-,70.400,29.880
'6:26:03.840',-,-0.016,-,-,-0.016,-,-,70.400,29.880
'6:26:03.848',-,-0.008,-,-,0.000,-,-,70.400,29.880
'6:26:03.856',-,-0.016,-,-,-0.016,-,-,68.800,29.520
'6:26:03.864',-,-0.008,-,-,0.000,-,-,68.800,29.520
'6:26:03.872',-,-0.016,-,-,-0.016,-,-,68.800,29.160
'6:26:03.880',-,-0.008,-,-,0.000,-,-,68.000,29.160
'6:26:03.888',-,-0.016,-,-,-0.016,-,-,68.000,28.680
'6:26:03.896',-,-0.008,-,-,-0.016,-,-,68.000,28.680
'6:26:03.904',-,-0.016,-,-,-0.016,-,-,68.000,28.320
'6:26:03.912',-,-0.008,-,-,0.000,-,-,66.400,28.320
'6:26:03.920',-,-0.016,-,-,-0.016,-,-,66.400,27.960
'6:26:03.928',-,-0.008,-,-,-0.016,-,-,66.400,27.960
'6:26:03.936',-,-0.016,-,-,-0.016,-,-,66.400,27.960
'6:26:03.944',-,-0.016,-,-,-0.016,-,-,65.600,27.480
'6:26:03.952',-,-0.024,-,-,-0.016,-,-,65.600,27.480
'6:26:03.960',-,-0.016,-,-,-0.016,-,-,65.600,27.120
'6:26:03.968',-,-0.008,-,-,0.000,-,-,65.600,27.120
'6:26:03.976',-,-0.016,-,-,-0.016,-,-,64.000,26.760
'6:26:03.984',-,0.000,-,-,0.000,-,-,64.000,26.760
'6:26:03.992',-,0.024,-,-,0.000,-,-,64.000,26.760
'6:26:04.000',-,0.024,-,-,0.000,-,-,64.000,26.760
'6:26:04.008',-,0.064,-,-,0.016,-,-,63.200,26.760
