'Elapsed time','II','III','AVL','AVF','V','MCL1','ABP','PAP'
'6:59:06.976',0.160,-,-,-,0.120,-,113.600,27.200
'6:59:06.984',0.220,-,-,-,0.120,-,116.000,25.600
'6:59:06.992',0.260,-,-,-,0.140,-,118.400,24.400
'6:59:07.000',0.260,-,-,-,0.160,-,120.800,23.600
'6:59:07.008',0.280,-,-,-,0.160,-,123.200,23.600
'6:59:07.016',0.260,-,-,-,0.140,-,124.000,23.200
'6:59:07.024',0.260,-,-,-,0.120,-,124.800,22.800
'6:59:07.032',0.220,-,-,-,0.080,-,124.800,22.400
'6:59:07.040',0.200,-,-,-,0.060,-,124.000,22.400
'6:59:07.048',0.160,-,-,-,0.040,-,123.200,22.400
'6:59:07.056',0.140,-,-,-,0.040,-,121.600,21.600
'6:59:07.064',0.120,-,-,-,0.020,-,120.000,20.800
'6:59:07.072',0.120,-,-,-,0.000,-,117.600,20.000
'6:59:07.080',0.100,-,-,-,0.000,-,116.000,19.600
'6:59:07.088',0.120,-,-,-,0.000,-,113.600,18.800
'6:59:07.096',0.120,-,-,-,0.000,-,111.200,18.400
'6:59:07.104',0.120,-,-,-,0.020,-,108.000,17.600
'6:59:07.112',0.120,-,-,-,0.000,-,104.800,17.200
'6:59:07.120',0.100,-,-,-,0.000,-,101.600,16.400
'6:59:07.128',0.080,-,-,-,0.000,-,98.400,16.000
'6:59:07.136',0.080,-,-,-,0.000,-,96.000,15.600
