'Elapsed time','II','III','AVL','AVF','V','MCL1','ABP','PAP'
'7:02:43.968',-0.140,-,-,-,-0.020,-,74.400,12.400
'7:02:43.976',-0.140,-,-,-,-0.020,-,73.600,12.800
'7:02:43.984',-0.120,-,-,-,-0.020,-,72.800,12.800
'7:02:43.992',-0.100,-,-,-,-0.020,-,72.800,13.200
'7:02:44.000',-0.100,-,-,-,0.000,-,72.000,13.600
'7:02:44.008',-0.100,-,-,-,-0.020,-,72.000,14.000
'7:02:44.016',-0.100,-,-,-,0.000,-,72.000,14.400
'7:02:44.024',-0.100,-,-,-,0.000,-,71.200,15.200
'7:02:44.032',-0.100,-,-,-,0.000,-,71.200,16.000
'7:02:44.040',-0.080,-,-,-,0.000,-,71.200,16.800
'7:02:44.048',-0.060,-,-,-,0.000,-,71.200,18.000
'7:02:44.056',-0.080,-,-,-,0.000,-,71.200,18.800
'7:02:44.064',-0.060,-,-,-,0.000,-,72.800,20.000
'7:02:44.072',-0.040,-,-,-,0.020,-,75.200,20.800
'7:02:44.080',-0.040,-,-,-,0.020,-,80.000,22.000
'7:02:44.088',-0.040,-,-,-,0.040,-,85.600,22.400
'7:02:44.096',-0.020,-,-,-,0.040,-,92.800,23.200
'7:02:44.104',0.000,-,-,-,0.040,-,99.200,23.600
'7:02:44.112',0.020,-,-,-,0.060,-,104.800,24.000
'7:02:44.120',0.040,-,-,-,0.080,-,108.800,24.000
'7:02:44.128',0.060,-,-,-,0.080,-,110.400,24.400
'7:02:44.136',0.080,-,-,-,0.120,-,111.200,24.400
